name,ein,city,state,website,phone,formatted_address,place_id
CHRISTOPHER JOHNSON MCCANDLESSMEMORIAL FOUNDATION INC,205772157,VIRGINIA BCH,VA,https://jcoc.org/,(757) 491-2846,1053 Virginia Beach Blvd, Virginia Beach, VA 23451, USA,ChIJXePW6ynquokRO4DUc5XSzcw
SAMUEL AND ESTELLE SYLVETSKY FOUNDATION,461556912,ALBANY,NY,http://www.historic-albany.org/,(518) 465-0876,89 Lexington Ave, Albany, NY 12206, USA,ChIJf47fpzYK3okRYarD2hRF4eU
WINDOWS OF HEAVEN FOUNDATION,341590288,HARTVILLE,OH,https://www.thechristfdn.org/,(330) 877-1155,1010 Sunnyside St SW, Hartville, OH 44632, USA,ChIJ-VqbdoYtMYgRFd3l_Ht96AA
BEDACHT FOUNDATION,201253104,TOLEDO,OH,http://www.toledocf.org/,(419) 241-5049,300 Madison Ave Ste 1300, Toledo, OH 43604, USA,ChIJVcBB6siGO4gRxfQgnel_EV0
W K KELLOGG BIRD SANCTUARY NECT,386053124,CINCINNATI,OH,http://www.kbs.msu.edu/visit/birdsanctuary,(269) 671-2510,12685 E C Ave, Augusta, MI 49012, USA,ChIJj78SRTqJF4gRXkNXLp175dc
FRED AND BERTHE P HARDER FOUNDATION,521372982,SYRACUSE,NY,https://theharderfoundation.org/about/contact/,(239) 649-0565,5051 Castello Dr #36, Naples, FL 34103, USA,ChIJAQDwJRUe24gRtVwftyLBXvs
VOCE MERECE VIVER INSTITUTE INCORPORATED,994752775,ORLANDO,FL,http://www.hogarcreaflorida.com/,(407) 240-6464,3030 Eunice Ave, Orlando, FL 32808, USA,ChIJLbduRAF654gRox8sHT4Z_vo
PEWEE VALLEY FIRE DISTRICT FOUNDATION INCORPORATED,134223925,PEWEE VALLEY,KY,http://www.peweevalleyfire.org/,(502) 241-0025,8607 Foley Ave, Pewee Valley, KY 40056, USA,ChIJN5ASuWiZaYgR6dc-pVf2e2c
THE STEPHEN A COZEN FOUNDATION TR,386869869,PHILADELPHIA,PA,http://www.cozen.com/,(215) 665-2000,Liberty Place, 1650 Market St #2800, Philadelphia, PA 19103, USA,ChIJRYGi1jbGxokRcCs0zSryGgY
ETHEL M SCHEPMOES CHARITABLE TRUST,546372603,SAINT LOUIS,MO,http://www.ethicalstl.org/,(314) 991-0955,9001 Clayton Rd, St. Louis, MO 63117, USA,ChIJnQ2mZDjL2IcRAdC5H-BezJs
NATHAN WEIDNER MEMORIAL FOUNDATION INC,383262641,BAY CITY,MI,http://nathanweidnerfoundation.org/,(989) 671-1345,1392 S Valley Center Dr, Bay City, MI 48706, USA,ChIJ24RUB97eI4gRdmwbcNhJXaU
THE 500 CAPP STREET FOUNDATION,264116050,SAN FRANCISCO,CA,http://500cappstreet.org/,(415) 819-4144,500 Capp St, San Francisco, CA 94110, USA,ChIJlYUVA4qAhYAREe5AMPoMwD4
BLUE RAY CHAPEL OF HOPE INC,813507994,UNION,WV,http://bluerayofhope.com/,(304) 772-3707,5800 Willow Bend Rd, Union, WV 24983, USA,ChIJ641TmI7LTYgRaEYXGefoFYA
TUESLEY FAMILY FOUNDATION INC,274368767,SOUTH BEND,IN,https://www.thklaw.com/,(574) 232-3538,212 E Lasalle Ave #100, South Bend, IN 46617, USA,ChIJTx0G0jfNFogRcoLb4cJjBmI
SHIDA BROWN FAMILY FOUNDATION,871745685,BOULDER,CO,https://commfound.org/,(303) 442-0436,1123 Spruce St, Boulder, CO 80302, USA,ChIJD5lqCSfsa4cRH4sy_1Tt6cA
INDEPENDENCE PRESERVATION TRUST,760606426,HOUSTON,TX,http://www.inht.org/,(215) 861-4971,316 Chestnut St, Philadelphia, PA 19106, USA,ChIJIdV_3oTIxokRdjXh2GhJ18A
LETS BUILD WELLS INC,203188791,MIAMI,FL,http://www.waterwelldrillingmiamifl.com/,(866) 411-2482,19513 SW 114th Ct, Miami, FL 33157, USA,ChIJZzRt1JzD2YgReOc2mZH0LFA
SUSAN ABERBACH PHILANTHROPIC FOUNDATION,306070696,AVENTURA,FL,http://www.tbfinc.org/,(305) 534-5004,1680 Michigan Ave # Ph1, Miami Beach, FL 33139, USA,ChIJW6Om94a02YgRdNG_4h2QTUE
TIGRAY COMMUNITY IN CHICAGO,922730612,CHICAGO,IL,,(773) 216-5594,7407 N Winchester Ave #203, Chicago, IL 60626, USA,ChIJ2SlXbjXQD4gR7Men7VwGNcE
JACK R CORRELL AND SHIRLEY MCORRELL MEMORIAL TRUST,207296691,BLOOMSBURG,PA,http://www.journeybank.com/,(570) 784-1660,232 East St, Bloomsburg, PA 17815, USA,ChIJTdYaLHyHxYkRCQxmFUYWcWY
KLA FOUNDATION,922290961,ANN ARBOR,MI,http://www.kla.com/,(734) 210-6500,1200 Woodridge Ave, Ann Arbor, MI 48105, USA,ChIJldjxJQmpPIgRhrzal90Suhs
CHARLOTTE SHUEY TR FBO DAUPHIN CO LIBRARY SYSTEM,256857874,HERSHEY,PA,https://www.dcls.org/about-us/,(717) 652-9380,4501 Ethel St, Harrisburg, PA 17109, USA,ChIJFe1ehJi4yIkRrDq9aKjgOc4
ALICE E AND JOSEPH C BLEWETT FOUNDATION TR,016190683,SAINT LOUIS,MO,https://parsonsblewett.org/,(314) 345-2512,801 N 11th St, St. Louis, MO 63101, USA,ChIJVVUV8iKz2IcRqqkOUhKZ_gs
MESSLER FAMILY FOUNDATION,043371941,BROOKLYN,NY,https://forwomen.org/,(212) 742-2300,1 Willoughby Square Suite 2000, Brooklyn, NY 11201, USA,ChIJA7N18T1awokRpwv-owhPAIo
FOUNDATION FOR ADVANCING TEACHING IN THE MATHEMATICAL SCIENCES,393523716,CHICAGO,IL,http://www.akaeaf.org/,(773) 947-0026,5656 S Stony Island Ave, Chicago, IL 60637, USA,ChIJB0xrsA0pDogRFQ6XWOMTObU
HAROLD AND MARION GORDON FOUNDATION,382707899,CHICAGO,IL,,(312) 967-1440,73 W Monroe St Ste. 100, Chicago, IL 60603, USA,ChIJ2UoxkXktDogRD5szYMyti5A
GRACE ROBERTI FOUNDATION,364401144,WOODSTOCK,IL,https://www.roberticommunityhouse.org/,(847) 623-4221,919 8th St, Waukegan, IL 60085, USA,ChIJxUvR0zrtD4gRI5eUrln5JhM
YUPENG & XIAOMIN FOUNDATION,854043783,MOUNTAIN VIEW,CA,https://www.sutterhealth.org/find-location/facility/mountain-view-center-1043246969,(650) 934-7000,701 E El Camino Real, Mountain View, CA 94040, USA,ChIJM3LcrR-3j4ARZrVZjOKobFY
FRANK KOTTRASCH TRUST,366602472,CHICAGO,IL,https://www.wintrustwealth.com/trust,(630) 615-2504,555 Fort Hill Dr 2nd Floor, Naperville, IL 60540, USA,ChIJ6T33XX75DogRhmILrDVxrG4
HERBERT FERBER FOUNDATION,132923712,NORWALK,CT,https://albersfoundation.org/,(203) 393-4089,88 Beacon Rd, Bethany, CT 06524, USA,ChIJqyRhYWDD54kRfbgqAGL5vrQ
TANNER AND BROOKLYN ROSE MEMORIAL FOUNDATION,272335293,SEARCY,AR,https://www.adalynrose.org/,(484) 509-1032,2744 Century Blvd, Wyomissing, PA 19610, USA,ChIJR_ISuYR3xokRa6MbygwTf9w
RICHFIELD COMMUNITY CENTER,236298124,RICHFIELD,PA,http://richfieldcommunitycenter.com/,(717) 994-0504,7007 Heister Valley Rd, Richfield, PA 17086, USA,ChIJhWFvMMUoz4kRpzLxWG2takA
CEN-TEX LSR INC,834196166,AUSTIN,TX,https://www.centexmaterials.com/,(512) 460-3003,4120 Commercial Center Dr #500, Austin, TX 78744, USA,ChIJlSPQNXO0RIYRJkolfeJb7ik
MLFH FOUNDATION INC,854361992,MASON,OH,https://mathilefamilyfoundation.org/,(937) 264-4600,6450 Sand Lake Rd # 200, Dayton, OH 45414, USA,ChIJi0mBqQB-P4gR246P5r3_aBM
CHASE HOME INC,520613676,ANNAPOLIS,MD,http://www.chaselloydhouse.org/,(410) 263-2723,22 Maryland Ave, Annapolis, MD 21401, USA,ChIJ5fzRZU72t4kRPEbwZqFvfu8
SONDAG FAMILY FOUNDATION,921743932,CONROE,TX,http://offeringhope.org/,(936) 441-2440,1414 S Frazier St Ste 105, Conroe, TX 77301, USA,ChIJO5HU0nI5R4YRmObrwPte0L0
KIWANIS CLUB OF WINCHESTER VIRGINIA FOUNDATION,853077208,WINCHESTER,VA,,(540) 667-0356,P O Box 702, Winchester, VA 22604, USA,ChIJ43YF27fvtYkRIpRg1DGCZys
UNITED STATES STEEL FOUNDATION INC,136093185,PITTSBURGH,PA,https://www.ussteel.com/,(412) 433-1121,600 Grant St, Pittsburgh, PA 15219, USA,ChIJh8UrGOHzNIgRmdcegvwShD0
THE LOUIS A RITTER FOUNDATION,562475503,WILMINGTON,DE,http://johnritterfoundation.org/,(213) 218-3329,11901 Santa Monica Blvd #410, Los Angeles, CA 90025, USA,ChIJ0yIETmi7woARA80STmPRDtg
EDWARD L MILSTEIN FOUNDATION,133921821,NEW YORK,NY,https://milsteinproperties.com/,(212) 286-9005,335 Madison Ave #15, New York, NY 10017, USA,ChIJBQIY6AFZwokRFigHJL-F2rQ
APPLETON YOUTH EDUCATION INITIATIVE UA,833825060,APPLETON,WI,http://appletoneducationfoundation.org/about/contact-us/,(920) 832-1517,122 E College Ave, Appleton, WI 54911, USA,ChIJAQDA_yu3A4gRH-8hF10i01g
KENTUCKY FUTURE STARS INC,334204420,LOUISVILLE,KY,https://www.futurepioneerslearning.com/?utm_source=Google&utm_medium=gmb&utm_campaign=gmb,(502) 447-3511,2814 Crums Ln, Shively, KY 40216, USA,ChIJRa88PHsRaYgRY0lRayEXAfE
B DADE DAVIS AND HELEN MOHAN DAVIS MEMORIAL FUND,956474093,CHICAGO,IL,https://www.uchicagomedicine.org/,(888) 824-0200,5841 S Maryland Ave, Chicago, IL 60637, USA,ChIJSb3R6jspDogRuVDmSvtlq7g
ASSOCIATION OF BENGALI SAMARITANS INC,932102831,LOMA LINDA,CA,https://aikotaan.org/,(949) 943-7695,22431 Antonio Pkwy Ste b160 629, Rancho Santa Margarita, CA 92688, USA,ChIJx2h-p5vr3IARpdd58DJRaIA
CASSIUS D & ELLA M SILVER TRUST FBO CHAMPLAIN VALLEY PHY HOSPITAL,146046115,DALLAS,TX,https://www.texashealth.org/Locations/Texas-Health-Dallas,(214) 345-6789,8200 Walnut Hill Ln, Dallas, TX 75231, USA,ChIJAf_ree6fToYRyJoKl8nAOSg
C HERBERT FOUTZ FBO VARIOUS CHARITIES - B,166544337,BUFFALO,NY,http://www.cfgb.org/,(716) 852-2857,726 Exchange St #525, Buffalo, NY 14210, USA,ChIJ7b82ploS04kRW1S9PONo8mw
SIDNEY KRAUSS FOUNDATION INC,823317549,MOUNTAIN BRK,AL,http://mbgives.org/,(205) 414-0042,32 Vine St, Mountain Brook, AL 35213, USA,ChIJ426P9ZAZiYgRjNWQg5Q61uc
PLAD FAMILY FOUNDATION,873623051,WINDSOR,CT,,(860) 333-8711,183 Windsor Ave, Windsor, CT 06095, USA,ChIJ24KJ51RU5okR5xJGwLVRZQk
C K WILLIAMS FOUNDATION,236292772,PITTSBURGH,PA,http://www.cawp.org/,(412) 343-8000,800 Cranberry Woods Dr Ste 110, Cranberry Twp, PA 16066, USA,ChIJ0YCC7cL2NIgRwMVYD6PE-50
WALKER MEMORIAL INC,883760582,BRICK,NJ,http://www.walkerslifememorial.com/about/contactus.php,(410) 636-3377,5310 Ritchie Hwy, Baltimore, MD 21225, USA,ChIJj3FPJ5QCyIkR7R0nUoxIsrw
ANNE AND DON FIZER FOUNDATION,760599693,HOUSTON,TX,https://www.mf3.org/,(713) 867-7059,99 Detering St #200, Houston, TX 77007, USA,ChIJSVQ0WJnBQIYRsleiwxevOw0
FREDERICK MCDONALD TRUST C/O TRUST DEPT STATE BK OF NY,146014233,DALLAS,TX,https://www.ndbt.com/,(972) 716-7100,12900 Preston Rd, Dallas, TX 75230, USA,ChIJg74i3fEgTIYRLQ98QDhrHi0
TRI-STATE ADVOCACY PROJECT FOR SPINAL CORD & BURN INJURED SURVIVO,680588520,COLLEGEVILLE,PA,http://www.tristateadvocacy.com/contact-us/,(888) 454-0345,345 Beverly Dr, Collegeville, PA 19426, USA,ChIJTYpnBVOXxokRUyEY4GgtT8Q
OBERWEIS FOUNDATION,363521911,BONITA SPGS,FL,http://www.unitedwaylee.org/united-way-houses/,(239) 357-4024,26820 Old 41 Rd, Bonita Springs, FL 34135, USA,ChIJ5bFHsIoZ24gRBM4KoCYDqsQ
PAUL AND MARGIE SMITH CHARITABLE FOUNDATION TRUST,236807863,BUFFALO,NY,http://www.wwsmithcharitabletrust.org/,(610) 397-1877,1001 Conshohocken State Rd STE 2-300, Conshohocken, PA 19428, USA,ChIJ16vo4U--xokRTSkkbYm7QsA
GOG FOUNDATION,395053320,AUSTIN,TX,https://www.texasoncology.com/cancer-centers/austin/south-austin/medical-oncology,(512) 447-2202,4101 James Casey St Suite 100, Austin, TX 78745, USA,ChIJ47UWLri0RIYRZsz6DxsX7fs
PROJECT SAVVY,851189181,SUGAR LAND,TX,https://jwagency.ai/,(832) 769-8855,8410 Hwy 90 Alt Ste 140, Sugar Land, TX 77478, USA,ChIJ1wFktLPnQIYRM1EZvFeP2Vk
SANTA CRUZ SAILING FOUNDATION,770435662,SANTA CRUZ,CA,http://www.pacificsail.com/,(831) 423-7245,790 Mariner Park Way, Santa Cruz, CA 95062, USA,ChIJWx-MhbBqjoAROTPluC5z5yU
THROCKMORTON FOUNDATION,616288548,AKRON,OH,http://www.akroncf.org/,(330) 376-8522,345 W Cedar St, Akron, OH 44307, USA,ChIJvUX8RjfWMIgRVPqgymRSPCg
HEATH & MELISSA POSEY FOUNDATION,850826687,THORNTON,CO,http://www.rmchildren.org/,(303) 839-6782,5394 Marshall St Ste 400, Arvada, CO 80002, USA,ChIJAZasrjZ5bIcRn4mUVSKHqB0
WALPOLE VILLAGE DISTRICT NURSING ASSOCIATION,020262942,WALPOLE,NH,https://www.nwvna.org/,(508) 668-1066,85 West St, Walpole, MA 02081, USA,ChIJGXQjlHeI44kRE8_ZdJaQgHU
CROSSROADS CHARITABLE FOUNDATION,562280762,GEORGETOWN,SC,http://www.carolinahumanreinvestment.org/,(843) 461-4305,1 Lincoln St, Georgetown, SC 29440, USA,ChIJq3X5xzUqAIkRzVukS7O1oCU
CHILD LIKE FAITH FOUNDATION,311521635,FAYETTEVILLE,NC,http://www.ncewesleyan.com/,(910) 424-5908,2922 Legion Rd, Fayetteville, NC 28306, USA,ChIJs6vyh5sTq4kRlc1juRPVIpc
SCHLOSS FAMILY FOUNDATION,133952127,CHARLOTTESVILLE,VA,http://www.monticello.org/,(434) 984-9808,1050 Monticello Loop, Charlottesville, VA 22902, USA,ChIJ62zEFCeGs4kRAM9lLycYIVY
OPENSAILING INC,990858023,BOSTON,MA,http://www.bostonsailingcenter.com/,(617) 227-4198,54 Lewis Wharf, Boston, MA 02110, USA,ChIJl_h3cGJw44kR9i5dYwvqAl4
CSST FOUNDATION INC,841873652,LAKE WALES,FL,https://www.puzzlesloveautismfoundation.org/,(863) 614-7135,451 Eagle Ridge Mall Entrance, Lake Wales, FL 33859, USA,ChIJW9V4VHcN3YgR_jOxk-JvIlw
GERALDINE MOSS TR,346812616,CINCINNATI,OH,https://cincinnatilivingonline.com/,(513) 518-1140,8050 Hosbrook Rd 4th Floor, Cincinnati, OH 45236, USA,ChIJ1eZeMqS2QYgRCSYLtTP6q9s
DRM FOUNDATION,461471232,AUSTIN,TX,http://www.maryleefoundation.org/,(512) 443-5777,1339 Lamar Square Dr, Austin, TX 78704, USA,ChIJg3VlzSG1RIYR7p1cWQLL244
MORRIS & ROSE DANZIG CHARITABLE TRUST,136609939,CHICAGO,IL,https://morsetrust.org/,(312) 739-0326,208 S LaSalle St Ste 1660, Chicago, IL 60604, USA,ChIJ2x9TvL0sDogRJtjioQtsC94
SHOALS ANIMAL ADVOCATES,461816323,FLORENCE,AL,http://shoalspaws.com/,,2701 Mall Rd PMB 277, Florence, AL 35630, USA,ChIJfSbRh91JfYgRrtwerayGb6M
GETTING BACK,884350778,MILWAUKEE,WI,http://www.projectreturnmilwaukee.org/,(414) 374-8029,1004 N 10th St Second Floor, Milwaukee, WI 53233, USA,ChIJrx3pREgZBYgRtQ9bRwFFiUw
TW FOUNDATION,352451182,CASPER,WY,https://unitedwaync.com/,(307) 237-9367,350 Big Horn Rd #100, Casper, WY 82601, USA,ChIJcUVq6Ii8YIcRqBGKJNxOHZM
CHANGING LIVES FOR A WORTHY PURPOSE,921156035,MARIETTA,GA,http://livesaferesources.org/,(770) 427-2902,48 Henderson St SW, Marietta, GA 30064, USA,ChIJSXjL7SUU9YgRBnRW-t8hPSE
DAVID FELDMAN AND CLAIRE FELDMANFAMILY FOUNDATION INC,203965559,CHERRY HILL,NJ,http://www.jcfsnj.org/,(856) 673-2582,1301 Springdale Rd Suite 200, Cherry Hill Township, NJ 08003, USA,ChIJEXp3ubLMxokRsuYLdBpXmkk
SIDNEY AND JACQUELINE WOLGIN FOUNDATION INC,650556029,BOCA RATON,FL,,(804) 960-7321,6751 N Federal Hwy, Boca Raton, FL 33487, USA,ChIJs590dsjh2IgRp2ebOkFnqbA
RON AND SUSAN KRUMP FOUNDATION,880393022,RENO,NV,https://justinhope.org/,(775) 453-9262,2590 Orovada St, Reno, NV 89512, USA,ChIJ3bhkTuA-mYARZeoAStiy7ZA
GLOBAL HARVEST FOUNDATION,020730156,CHESAPEAKE,VA,http://www.theharvestfoundation.org/,(276) 632-3329,134 Church St E, Martinsville, VA 24112, USA,ChIJ-bD0ZIGQUogRf41Ftcrx9HM
ALBERT G AND OLIVE H SCHLINK FOUNDATION,346574722,SANDUSKY,OH,http://eriefoundation.org/,(419) 621-9690,135 E Washington Row, Sandusky, OH 44870, USA,ChIJfylK091FOogRK_E1WrOwiLU
D B ANDERSON CHARITABLE FOUNDATION,270784157,LANCASTER,PA,http://buildingbridgesfoundation.org/,(717) 368-3019,230 Indian Hill Rd, Conestoga, PA 17516, USA,ChIJEbVqbMkvxokRym09RneqRfY
NANCY SMITH HURD FOUNDATION TR,206812519,SAN ANTONIO,TX,http://www.saafdn.org/,(210) 225-2243,155 Concord Plaza Dr Ste 301, San Antonio, TX 78216, USA,ChIJJ9uOw1RfXIYRoiIRalaYt-A
DICK PAINE EDUCATIONAL TRUST,466109343,DOLAND,SD,https://dolandschool.com/,(605) 635-6302,405 Humphrey Dr, Doland, SD 57436, USA,ChIJMxkyC4G50lIRhqg-Ea7KQNc
ROCK FAMILY FOUNDATION INC,134059587,GARDINER,NY,http://www.rockefellerfoundation.org/,(212) 869-8500,420 5th Ave, New York, NY 10018, USA,ChIJPQpvCKpZwokR0g6KlxDm9Ck
AMANDLA FOUNDATION,332837975,GREENSBORO,NC,https://cemala.org/,(336) 274-3541,1175 Revolution Mill Dr #14, Greensboro, NC 27405, USA,ChIJ6R6OvCMZU4gRyn1gODtWJoU
SULEKH & RAVI JAIN FOUNDATION INC,202041908,HOUSTON,TX,https://www.jain-foundation.org/,(425) 882-1492,9706 4th Ave NE Ste 101, Seattle, WA 98115, USA,ChIJs__9Cv1skFQRuaLVnHV6Qo0
HOWARD D HEBEBRAND CHAR TR UA,306453972,DALLAS,TX,https://www.regmovies.com/theatres/regal-ua-galaxy-theatre-dallas-1306?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,(844) 462-7342,11801 McCree Rd, Dallas, TX 75238, USA,ChIJiVrabsWgToYRQgdnvlg81hE
NORTH J AND FLORENCE STOCKTON CHARITABLE FOUNDATION,386662894,SOUTHFIELD,MI,http://cfsem.org/,(313) 961-6675,333 W Fort St #2010, Detroit, MI 48226, USA,ChIJmYPiXjotO4gRebYQtgvt1P0
MIAMI MARLINS FOUNDATION INC,834470325,MIAMI,FL,http://www.marlins.com/,(305) 480-1300,501 Marlins Way, Miami, FL 33125, USA,ChIJT6FDlOi22YgRho4_rKhVv3c
ALGERNON SYDNEY SULLIVAN FOUNDATION,136084596,OXFORD,MS,https://sullivanfdn.org/,(662) 236-6335,1109 Van Buren Ave, Oxford, MS 38655, USA,ChIJbQiD-Pp6gIgRwZKmOrlAvDM
LONGSHADOW FOUNDATION,261448202,DUBUQUE,IA,https://dbqfoundation.org/,(563) 588-2700,700 Locust St #195, Dubuque, IA 52001, USA,ChIJaQQf_o8r44cRAfxr8gK9tPM
BURTON & PHYLLIS HOFFMAN FOUNDATION INC,061546659,EAST HARTFORD,CT,https://www.hoffmanauto.com/,(860) 289-7721,700 Connecticut Blvd, East Hartford, CT 06108, USA,ChIJoxn8V39U5okRJqZI-G5gW3g
GARVEY TEXAS FOUNDATION INC,756031547,FORT WORTH,TX,http://www.thefortworthfoundation.org/Contact_Information.html,(817) 887-9207,306 W 7th St Ste 602, Fort Worth, TX 76102, USA,ChIJX7XNJ0BxToYRd5eoyawHg_4
WOLF END FUND FBO LANC THEOL SEM,936604675,PITTSBURGH,PA,https://www.pts.edu/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(412) 362-5610,616 N Highland Ave, Pittsburgh, PA 15206, USA,ChIJc88WjHfyNIgR7kqFhErqZJg
ED MCCAFFREY - GORDY NEILSON MEMORIAL GOLF TOURNAMENT,811527406,RENTON,WA,https://www.rentonwa.gov/Activities-Events/Maplewood-Golf-Course,(425) 430-6800,4050 SE Maple Valley Rd, Renton, WA 98058, USA,ChIJ9YYLL-5nkFQR2wyYnhgjamE
HEARSS FOUNDATION INC,934394356,NORTH POTOMAC,MD,http://www.fergusonfoundation.org/,(301) 292-5665,2001 Bryan Point Rd, Accokeek, MD 20607, USA,ChIJ2-xFmDGvt4kRng86Lfbwup8
MYLES WITTENSTEIN CHARITABLE FOUNDATION INC,116507428,PALM BEACH,FL,https://ballenislescharitiesfoundation.org/contact-us/,(561) 625-5701,100 Ballenisles Cir, Palm Beach Gardens, FL 33418, USA,ChIJVUmq3EvV3ogRDVUUj2DpJgU
PRESERVE OUR RESOURCES ENVIRONMENT & PRINCIPLES INC,832940577,SAN DIEGO,CA,http://www.rcdsandiego.org/,(619) 562-0096,11769 Waterhill Rd, Lakeside, CA 92040, USA,ChIJsYZMC4Di24AR-ILhbRp750w
MARLENE NATHAN MEYERSON FAMILY FOUNDATION,752797176,DALLAS,TX,https://www.mfi.org/,(214) 826-9431,3003 Swiss Ave, Dallas, TX 75204, USA,ChIJ9dJco9uYToYRcxTbmX99Ko8
SAMUEL PEARSALL TRUST UW 361582,136203949,DALLAS,TX,https://www.utdallas.edu/,(972) 883-2111,800 W Campbell Rd, Richardson, TX 75080, USA,ChIJpUpeif8hTIYRMROq6TKLCdk
EARTH FRIENDLY PROJECT INC,934000508,PITTSBURGH,PA,http://www.sustainablepittsburgh.org/,(412) 258-6642,225 Ross St #201, Pittsburgh, PA 15219, USA,ChIJlYvfzFnxNIgRtiOP1gLHvig
MISSISSIPPI FOUNDATION FOR A BETTER LIFE,811971381,COLUMBUS,MS,https://www.msebehavioral.com/,(662) 913-8234,2323 5th St N, Columbus, MS 39705, USA,ChIJca3Ua1HphogR-A35AjDat4Q
V & L LONDON FAMILY FOUNDATION,461346258,LOS ANGELES,CA,http://www.angellfoundation.org/,(310) 446-8700,11150 W Olympic Blvd, Los Angeles, CA 90064, USA,ChIJlcYsLX67woARPrPnZTuPunA
DESTEFANO FAMILY FOUNDATION,207133790,RYE,NH,http://destefano-associates.com/portfolio/ihop-seabrook-nh-framingham-ma/,(603) 430-0339,2456 Lafayette Rd, Portsmouth, NH 03801, USA,ChIJ__-PUUbA4okR8ykefUsfHGQ
CDO WRESTLING BOOSTER,934503962,ORO VALLEY,AZ,https://cdo.amphi.com/,(520) 696-5560,25 W Calle Concordia, Oro Valley, AZ 85704, USA,ChIJJ6oIHMAM1oYRD9yIsniNHZM
CARMER CHARITABLE TR,826556007,DYERSBURG,TN,,(731) 288-8005,620A Mall Blvd, Dyersburg, TN 38024, USA,ChIJlUvrbh4peYgRdr14Nf0gn5U
GEORGE PETER BACICH TRUST UNDER AGREEMENT,472277891,SAINT LOUIS,MO,https://www.truststl.com/,(314) 356-2776,401 Pine St, St. Louis, MO 63102, USA,ChIJF_xBdR6z2IcRWVaefWtGx-Q
LIFE SKILLS CENTER,911459949,AUBURN,WA,https://www.skillsinc.com/,(206) 782-6000,715 30th St NE, Auburn, WA 98002, USA,ChIJ1VQAPOVYkFQRryIVrm0i6vM
SUSAN E STURM CHARITABLE TR,396783701,MADISON,WI,https://www.ssmhealth.com/?utm_id=sys-listings-1&linksource=sys_listing_links-gmb_listing&y_source=1_MjMyNTc0NTctNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,(608) 258-5600,700 S Park St, Madison, WI 53713, USA,ChIJ_U9cTdSsB4gRwZOvTbRUq2g
SPIRIT FOR LIFE FOUNDATION,208034787,WINCHESTER,VA,http://www.spiritworksfoundation.org/,(757) 903-0000,5800 Mooretown Rd, Williamsburg, VA 23188, USA,ChIJX7MZDaiOsIkRhY1WVNg5h-U
PONCA MILITARY ACADEMY EDUCATIONAL AND CHARITABLE TRUST,261456340,CANADIAN,TX,https://ok-poncacity2.civicplus.com/559/Academy-Park,,1501-1509 Summers Pl, Ponca City, OK 74604, USA,ChIJzxGd7Of0sIcRUZLdv6wjTUc
NIVLACO PERFORMANCE ARTS CENTER,932654932,NORFOLK,VA,http://www.thenorva.com/,(757) 627-4547,317 Monticello Ave, Norfolk, VA 23510, USA,ChIJBXJH6Q2YuokRT_XTkI3yzJY
DONALD AND JANET MEALEY FAMILY FOUNDATION INC,203715391,ORLANDO,FL,,(407) 691-5625,700 W Morse Blvd Ste 105, Winter Park, FL 32789, USA,ChIJZeRpRBJw54gRROiL4YIybCg
WASHINGTON COUNTY ABUSED ANIMAL RELIEF FUND,851803499,MCMURRAY,PA,http://www.washingtonpashelter.org/,(724) 222-7387,1527 PA-136, Eighty Four, PA 15330, USA,ChIJb7CvdxCrNYgRWxUA4PgyzJU
W E W FOUNDATION,640815750,RIDGELAND,MS,https://superior.ms/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,(601) 941-2125,299 S Perkins St, Ridgeland, MS 39157, USA,ChIJkwdYjnLSKYYRnIU2-juM9Io
FATHER TJ GOGGIN FOUNDATION,656397089,ST SIMONS IS,GA,http://www.ccfssi.org/,(912) 638-8683,6329 Frederica Rd, St Simons Island, GA 31522, USA,ChIJK5qw2gvR5IgRTZ4NzjkjLHA
DISCOVERING AMERICAS 58,474128704,SAN ANTONIO,TX,https://seaworld.com/san-antonio?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,(210) 520-4732,10500 SeaWorld Dr, San Antonio, TX 78251, USA,ChIJc9c70gFDXIYRg4DL5vVh4Xo
DENVER JUST US SOCIAL CLUB,811762865,AURORA,CO,https://www.discoverthesocialseason.com/,(720) 220-0084,22800 E Stanford Pl, Aurora, CO 80015, USA,ChIJA0fTD8yLbIcRoOAw1Nopmmc
JOHN STIGER FERRY CHARITABLE FOUNDATION INC,352405388,HOWEY IN HLS,FL,http://www.johnsislandfoundation.org/,(772) 234-0992,Mailing Address:, 6001 Jimmy Buffett Mem Hwy PMB# 8323, Indian River Shores, FL 32963, USA,ChIJQ3EoAjFZ3ogRLsY58shU7-w
TWIFORD FOUNDATION,860938381,PHOENIX,AZ,http://www.flinn.org/,(602) 744-6800,1802 N Central Ave, Phoenix, AZ 85004, USA,ChIJeaxBU0ASK4cR_8DjtG7Pr6Y
CRESTVIEW HISTORIC PRESERVATION BOARD INC,934088408,CRESTVIEW,FL,https://www.cityofcrestview.org/748/Crestview-History-Museum,,198 S Wilson St, Crestview, FL 32536, USA,ChIJZYnCjNtzkYgRDWsXlm3QRJI
